id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New
math/0401323v2,Calibrated representations of affine Hecke algebras,"this paper introduces the notion of calibrated representations for affine hecke algebras and classifies and constructs all finite dimensional irreducible calibrated representations. the main results are that (1) irreducible calibrated representations are indexed by placed skew shapes, (2) the dimension of an irreducible calibrated representation is the number of standard young tableaux corresponding to the placed skew shape and (3) each irreducible calibrated representation is constructed explicitly by formulas which describe the action of each generator of the affine hecke algebra on a specific basis in the representation space. this construction is a generalization of a. young's seminormal construction of the irreducible representations of the symmetric group. in this sense young's construction has been generalized to arbitrary lie type.",Arun Ram,http://arxiv.org/pdf/math/0401323v2,2004-01-23T17:42:34Z,2004-02-27T21:30:40Z,math.RT,['math.RT'],2004,math
math/0406165v1,On the associated primes of Matlis duals of top local cohomology modules,"after motivating the question we prove various results about the set of associated primes of matlis duals of top local cohomology modules. in some cases we can calculate this set, for the general situation we present a conjecture. an easy application of this theory is the well-known fact that krull dimension can be expressed by the vanishing of local cohomology modules.",Michael Hellus,http://arxiv.org/pdf/math/0406165v1,2004-06-09T07:54:25Z,2004-06-09T07:54:25Z,math.AC,"['math.AC', '13D45; 14B15']",2004,math
math/0401325v2,Standard Young tableaux for finite root systems,"the study of representations of affine hecke algebras has led to a new notion of shapes and standard young tableaux which works for the root system of any finite coxeter group. this paper is completely independent of affine hecke algebra theory and is purely combinatorial. we define generalized shapes and standard young tableaux and show that these new objects coincide with the classical ones for root systems of type a. the classical notions of conjugation of shapes, ribbon shapes, axial distances, and the row reading and column reading standard tableaux, have natural generalizations to the root system case. in the final section we give an interpretation of the shapes and standard tableaux for root systems of type c which is in a form similar to classical theory of shapes and standard tableaux.",Arun Ram,http://arxiv.org/pdf/math/0401325v2,2004-01-23T18:00:23Z,2004-02-27T20:54:38Z,math.RT,['math.RT'],2004,math
math/0411422v2,The Ratliff-Rush Closure of Initial Ideals of Certain Prime Ideals,we prove that the initial ideal of the defining ideal of a monomial curve that corresponds to an almost arithmetic sequence of positive integers is ratliff-rush closed.,Ibrahim Al-Ayyoub,http://arxiv.org/pdf/math/0411422v2,2004-11-19T01:35:26Z,2004-11-20T20:08:45Z,math.AC,"['math.AC', '13P99']",2004,math
math/0402361v1,Coupling Poisson and Jacobi structures on foliated manifolds,let m be a differentiable manifold endowed with a foliation f. a poisson structure p on m is f-coupling if the image of the annihilator of tf by the sharp-morphism defined by p is a normal bundle of the foliation f. this notion extends sternberg's coupling symplectic form of a particle in a yang-mills field. in the present paper we extend vorobiev's theory of coupling poisson structures from fiber bundles to foliations and give simpler proofs of vorobiev's existence and equivalence theorems of coupling poisson structures on duals of kernels of transitive lie algebroids over symplectic manifolds. then we discuss the extension of the coupling condition to jacobi structures on foliated manifolds.,Izu Vaisman,http://arxiv.org/pdf/math/0402361v1,2004-02-23T10:16:46Z,2004-02-23T10:16:46Z,math.SG,"['math.SG', '53D17']",2004,math
math/0410081v1,"Robust Inference for Univariate Proportional Hazards Frailty Regression
  Models","we consider a class of semiparametric regression models which are one-parameter extensions of the cox [j. roy. statist. soc. ser. b 34 (1972) 187-220] model for right-censored univariate failure times. these models assume that the hazard given the covariates and a random frailty unique to each individual has the proportional hazards form multiplied by the frailty.   the frailty is assumed to have mean 1 within a known one-parameter family of distributions. inference is based on a nonparametric likelihood. the behavior of the likelihood maximizer is studied under general conditions where the fitted model may be misspecified. the joint estimator of the regression and frailty parameters as well as the baseline hazard is shown to be uniformly consistent for the pseudo-value maximizing the asymptotic limit of the likelihood. appropriately standardized, the estimator converges weakly to a gaussian process. when the model is correctly specified, the procedure is semiparametric efficient, achieving the semiparametric information bound for all parameter components. it is also proved that the bootstrap gives valid inferences for all parameters, even under misspecification.   we demonstrate analytically the importance of the robust inference in several examples. in a randomized clinical trial, a valid test of the treatment effect is possible when other prognostic factors and the frailty distribution are both misspecified. under certain conditions on the covariates, the ratios of the regression parameters are still identifiable. the practical utility of the procedure is illustrated on a non-hodgkin's lymphoma dataset.",Michael R. Kosorok,http://arxiv.org/pdf/math/0410081v1,2004-10-05T09:43:26Z,2004-10-05T09:43:26Z,math.ST,"['math.ST', 'stat.TH', '62N01, 60F05 (Primary) 62B10, 62F40 (Secondary)']",2004,math
math/0408070v1,Picard groups of topologically stable Poisson structures,"we compute the group of morita self-equivalences (the picard group) of a poisson structure on an orientable surface, under the assumption that the degeneracies of the poisson tensor are linear. the answer involves mapping class groups of surfaces, i.e., groups of isotopy classes of diffeomorphisms. we also show that the picard group of these structures coincides with the group of outer poisson automorphisms.",Olga Radko,http://arxiv.org/pdf/math/0408070v1,2004-08-04T22:36:47Z,2004-08-04T22:36:47Z,math.SG,"['math.SG', '53D17']",2004,math
math/0410241v3,A congruence with the Euler totient function,in this article we give a result obtained of an experimental way for the euler totient function.,Sebastian Martin Ruiz,http://arxiv.org/pdf/math/0410241v3,2004-10-11T19:33:57Z,2004-10-14T19:57:24Z,math.GM,"['math.GM', '11A25']",2004,math
math/0408378v1,Dynamic programming in mixed continuous-discrete time scales,we obtain the dynamic programming equations and optimality conditions akin to pontryagin's extremum principle for certain mathematical models of hybrid control systems.,S. A. Belbas,http://arxiv.org/pdf/math/0408378v1,2004-08-27T03:57:54Z,2004-08-27T03:57:54Z,math.OC,"['math.OC', '49L20, 49N25']",2004,math
math/0412087v1,A New Integral Transform,"using bauer's expansion and properties of spherical bessel and legender functions, we deduce a new transform and briefly indicate its use.",B. G. Sidharth,http://arxiv.org/pdf/math/0412087v1,2004-12-04T16:20:22Z,2004-12-04T16:20:22Z,math.GM,['math.GM'],2004,math
math/0406075v1,Pfister involutions,"the question of the existence of an analogue, in the framework of central simple algebras with involution, of the notion of pfister form is raised. in particular, algebras with orthogonal involution which split as a tensor product of quaternion algebras with involution are studied. it is proven that, up to degree 16, over any extension over which the algebra splits, the involution is adjoint to a pfister form. moreover, cohomological invariants of those algebras with involution are discussed.",E Bayer-Fluckiger,http://arxiv.org/pdf/math/0406075v1,2004-06-04T06:38:09Z,2004-06-04T06:38:09Z,math.RA,['math.RA'],2004,math
math/0410328v3,Higher gauge theory I: 2-Bundles,"i categorify the definition of fibre bundle, replacing smooth manifolds with differentiable categories, lie groups with coherent lie 2-groups, and bundles with a suitable notion of 2-bundle. to link this with previous work, i show that certain 2-categories of principal 2-bundles are equivalent to certain 2-categories of (nonabelian) gerbes. this relationship can be (and has been) extended to connections on 2-bundles and gerbes.   the main theorem, from a perspective internal to this paper, is that the 2-category of 2-bundles over a given 2-space under a given 2-group is (up to equivalence) independent of the fibre and can be expressed in terms of cohomological data (called 2-transitions). from the perspective of linking to previous work on gerbes, the main theorem is that when the 2-space is the 2-space corresponding to a given space and the 2-group is the automorphism 2-group of a given group, then this 2-category is equivalent to the 2-category of gerbes over that space under that group (being described by the same cohomological data).",Toby Bartels,http://arxiv.org/pdf/math/0410328v3,2004-10-14T02:49:38Z,2006-06-24T12:06:25Z,math.CT,"['math.CT', '18D99']",2004,math
math/0406272v1,About some faces of the generalized Littlewood-Richardson cone,"let g be a connected reductive algebraic group and h be a reductive closed and connected subgroup of g both defined on an algebraically closed field of characteristic zero. we consider the set c of the couple (x,y) of the dominant weights such that the irreducible h-module of highest weight x is a submodule of the g-module corresponding to y. this set identifies canonically with a semi-group finitely generated in a rational vector space. we consider the generalized littlewood-richardson cone c' generated by c. this cone is polyhedral. for any (x',y') in c', x' is dominant, and so, satisfies a finite number (rank of h) of linear inequalities. we ask if these inequalities induce faces of codimension one of c'. by geometric invariant theory methods, we give geometric criteria that imply an affirmative answer. we also apply our results to several classical example in representation theory.",Pierre-Louis Montagard,http://arxiv.org/pdf/math/0406272v1,2004-06-14T15:10:50Z,2004-06-14T15:10:50Z,math.RT,"['math.RT', '20G05']",2004,math
math/0408389v4,Relative cyclic homology of square zero extensions,"let k be a characteristic zero field, c a k-algebra and m a square zero two sided ideal of c. we obtain a new mixed complex, simpler that the canonical one, giving the hochschild and cyclic homologies of c relative to m. this complex resembles the canonical reduced mixed complex of an augmented algebra. we begin the study of our complex showing that it has a harmonic decomposition like to the one considered by cuntz and quillen for the normalized mixed complex of an algebra. we also give new proofs of two theorems of goodwillie, obtaining an improvement of one of them.",Jorge A. Guccione,http://arxiv.org/pdf/math/0408389v4,2004-08-27T20:25:53Z,2006-05-09T17:59:03Z,math.KT,"['math.KT', '16E40; 16S70']",2004,math
